Document # 	 Predicted Label 	 Actual Label
	1		 | 		pos		 | 		pos
	21136		 | 		pos		 | 		neg
	21137		 | 		pos		 | 		neg
	21138		 | 		neg		 | 		neg
	21139		 | 		neg		 | 		neg
	21140		 | 		neg		 | 		neg
	21141		 | 		neg		 | 		neg
	21142		 | 		neg		 | 		neg
	21143		 | 		neg		 | 		neg
	21144		 | 		neg		 | 		neg
	21145		 | 		neg		 | 		neg
	21146		 | 		neg		 | 		neg
	21147		 | 		neg		 | 		neg
	21148		 | 		neg		 | 		neg
	21149		 | 		neg		 | 		neg
	21150		 | 		neg		 | 		neg
	21151		 | 		pos		 | 		neg
	21152		 | 		neg		 | 		neg
	21153		 | 		neg		 | 		neg
	21154		 | 		neg		 | 		neg
	21155		 | 		neg		 | 		neg
	21156		 | 		neg		 | 		neg
	21157		 | 		neg		 | 		neg
	21158		 | 		neg		 | 		neg
	21159		 | 		neg		 | 		neg
	21160		 | 		neg		 | 		neg
	21161		 | 		neg		 | 		neg
	21162		 | 		neg		 | 		neg
	21163		 | 		neg		 | 		neg
	21164		 | 		neg		 | 		neg
	21165		 | 		neg		 | 		neg
	21166		 | 		neg		 | 		neg
	21167		 | 		neg		 | 		neg
	21168		 | 		neg		 | 		neg
	21169		 | 		neg		 | 		neg
	21170		 | 		neg		 | 		neg
	21171		 | 		neg		 | 		neg
	21172		 | 		neg		 | 		neg
	21173		 | 		neg		 | 		neg
	21174		 | 		neg		 | 		neg
	21175		 | 		neg		 | 		neg
	21176		 | 		neg		 | 		neg
	21177		 | 		neg		 | 		neg
	21178		 | 		neg		 | 		neg
	21179		 | 		neg		 | 		neg
	21180		 | 		neg		 | 		neg
	21181		 | 		neg		 | 		neg
	21182		 | 		neg		 | 		neg
	21183		 | 		neg		 | 		neg
	21184		 | 		neg		 | 		neg
	21185		 | 		pos		 | 		neg
	21186		 | 		pos		 | 		neg
	21187		 | 		neg		 | 		neg
	21188		 | 		neg		 | 		neg
	21189		 | 		neg		 | 		neg
	21190		 | 		neg		 | 		neg
	21191		 | 		neg		 | 		neg
	21192		 | 		pos		 | 		neg
	21193		 | 		neg		 | 		neg
	21194		 | 		neg		 | 		neg
	21195		 | 		neg		 | 		neg
	21196		 | 		neg		 | 		neg
	21197		 | 		neg		 | 		neg
	21198		 | 		pos		 | 		neg
	21199		 | 		neg		 | 		neg
	21200		 | 		neg		 | 		neg
	21201		 | 		neg		 | 		neg
	21202		 | 		neg		 | 		neg
	21203		 | 		neg		 | 		neg
	21204		 | 		neg		 | 		neg
	21205		 | 		neg		 | 		neg
	21206		 | 		neg		 | 		neg
	21207		 | 		neg		 | 		neg
	21208		 | 		neg		 | 		neg
	21209		 | 		neg		 | 		neg
	21210		 | 		neg		 | 		neg
	21211		 | 		neg		 | 		neg
	21212		 | 		neg		 | 		neg
	21213		 | 		neg		 | 		neg
	21214		 | 		neg		 | 		neg
	21215		 | 		pos		 | 		neg
	21216		 | 		neg		 | 		neg
	21217		 | 		neg		 | 		neg
	21218		 | 		neg		 | 		neg
	21219		 | 		neg		 | 		neg
	21220		 | 		neg		 | 		neg
	21221		 | 		neg		 | 		neg
	21222		 | 		neg		 | 		neg
	21223		 | 		neg		 | 		neg
	21224		 | 		neg		 | 		neg
	21225		 | 		neg		 | 		neg
	21226		 | 		neg		 | 		neg
	21227		 | 		neg		 | 		neg
	21228		 | 		neg		 | 		neg
	21229		 | 		neg		 | 		neg
	21230		 | 		neg		 | 		neg
	21231		 | 		neg		 | 		neg
	21232		 | 		neg		 | 		neg
	21233		 | 		neg		 | 		neg
	21234		 | 		neg		 | 		neg
	21235		 | 		pos		 | 		neg
	21236		 | 		neg		 | 		neg
	21237		 | 		neg		 | 		neg
	21238		 | 		neg		 | 		neg
	21239		 | 		neg		 | 		neg
	21240		 | 		neg		 | 		neg
	21241		 | 		neg		 | 		neg
	21242		 | 		neg		 | 		neg
	21243		 | 		neg		 | 		neg
	21244		 | 		neg		 | 		neg
	21245		 | 		pos		 | 		neg
	21246		 | 		neg		 | 		neg
	21247		 | 		neg		 | 		neg
	21248		 | 		neg		 | 		neg
	21249		 | 		neg		 | 		neg
	21250		 | 		neg		 | 		neg
	21251		 | 		neg		 | 		neg
	21252		 | 		neg		 | 		neg
	21253		 | 		neg		 | 		neg
	21254		 | 		neg		 | 		neg
	21255		 | 		neg		 | 		neg
	21256		 | 		neg		 | 		neg
	21257		 | 		neg		 | 		neg
	21258		 | 		neg		 | 		neg
	21259		 | 		pos		 | 		neg
	21260		 | 		neg		 | 		neg
	21261		 | 		neg		 | 		neg
	21262		 | 		neg		 | 		neg
	21263		 | 		neg		 | 		neg
	21264		 | 		neg		 | 		neg
	21265		 | 		neg		 | 		neg
	21266		 | 		neg		 | 		neg
	21267		 | 		pos		 | 		neg
	21268		 | 		neg		 | 		neg
	21269		 | 		pos		 | 		neg
	21270		 | 		neg		 | 		neg
	21271		 | 		neg		 | 		neg
	21272		 | 		neg		 | 		neg
	21273		 | 		neg		 | 		neg
	21274		 | 		pos		 | 		neg
	21275		 | 		neg		 | 		neg
	21276		 | 		neg		 | 		neg
	21277		 | 		neg		 | 		neg
	21278		 | 		neg		 | 		neg
	21279		 | 		neg		 | 		neg
	21280		 | 		neg		 | 		neg
	21281		 | 		neg		 | 		neg
	21282		 | 		neg		 | 		neg
	21283		 | 		neg		 | 		neg
	21284		 | 		neg		 | 		neg
	21285		 | 		pos		 | 		neg
	21286		 | 		neg		 | 		neg
	21287		 | 		neg		 | 		neg
	21288		 | 		neg		 | 		neg
	21289		 | 		neg		 | 		neg
	21290		 | 		neg		 | 		neg
	21291		 | 		pos		 | 		neg
	21292		 | 		pos		 | 		neg
	21293		 | 		neg		 | 		neg
	21294		 | 		neg		 | 		neg
	21295		 | 		neg		 | 		neg
	21296		 | 		neg		 | 		neg
	21297		 | 		neg		 | 		neg
	21298		 | 		neg		 | 		neg
	21299		 | 		neg		 | 		neg
	21300		 | 		neg		 | 		neg
	21301		 | 		neg		 | 		neg
	21302		 | 		neg		 | 		neg
	21303		 | 		neg		 | 		neg
	21304		 | 		neg		 | 		neg
	21305		 | 		neg		 | 		neg
	21306		 | 		neg		 | 		neg
	21307		 | 		neg		 | 		neg
	21308		 | 		neg		 | 		neg
	21309		 | 		neg		 | 		neg
	21310		 | 		pos		 | 		neg
	21311		 | 		neg		 | 		neg
	21312		 | 		neg		 | 		neg
	21313		 | 		neg		 | 		neg
	21314		 | 		neg		 | 		neg
	21315		 | 		neg		 | 		neg
	21316		 | 		neg		 | 		neg
	21317		 | 		pos		 | 		neg
	21318		 | 		neg		 | 		neg
	21319		 | 		neg		 | 		neg
	21320		 | 		pos		 | 		neg
	21321		 | 		neg		 | 		neg
	21322		 | 		neg		 | 		neg
	21323		 | 		neg		 | 		neg
	21324		 | 		neg		 | 		neg
	21325		 | 		neg		 | 		neg
	21326		 | 		pos		 | 		neg
	21327		 | 		neg		 | 		neg
	21328		 | 		neg		 | 		neg
	21329		 | 		neg		 | 		neg
	21330		 | 		neg		 | 		neg
	21331		 | 		neg		 | 		neg
	21332		 | 		neg		 | 		neg
	21333		 | 		neg		 | 		neg
	21334		 | 		neg		 | 		neg
	21335		 | 		neg		 | 		neg
	21336		 | 		neg		 | 		neg
	21337		 | 		pos		 | 		neg
	21338		 | 		neg		 | 		neg
	21339		 | 		neg		 | 		neg
	21340		 | 		neg		 | 		neg
	21341		 | 		neg		 | 		neg
	21342		 | 		neg		 | 		neg
	21343		 | 		neg		 | 		neg
	21344		 | 		neg		 | 		neg
	21345		 | 		neg		 | 		neg
	21346		 | 		neg		 | 		neg
	21347		 | 		neg		 | 		neg
	21348		 | 		neg		 | 		neg
	21349		 | 		neg		 | 		neg
	21350		 | 		neg		 | 		neg
	21351		 | 		neg		 | 		neg
	21352		 | 		pos		 | 		neg
	21353		 | 		neg		 | 		neg
	21354		 | 		pos		 | 		neg
	21355		 | 		neg		 | 		neg
	21356		 | 		neg		 | 		neg
	21357		 | 		neg		 | 		neg
	21358		 | 		neg		 | 		neg
	21359		 | 		neg		 | 		neg
	21360		 | 		neg		 | 		neg
	21361		 | 		neg		 | 		neg
	21362		 | 		neg		 | 		neg
	21363		 | 		neg		 | 		neg
	21364		 | 		neg		 | 		neg
	21365		 | 		neg		 | 		neg
	21366		 | 		neg		 | 		neg
	21367		 | 		neg		 | 		neg
	21368		 | 		neg		 | 		neg
	21369		 | 		neg		 | 		neg
	21370		 | 		pos		 | 		neg
	21371		 | 		neg		 | 		neg
	21372		 | 		neg		 | 		neg
	21373		 | 		neg		 | 		neg
	21374		 | 		neg		 | 		neg
	21375		 | 		pos		 | 		neg
	21376		 | 		neg		 | 		neg
	21377		 | 		pos		 | 		neg
	21378		 | 		neg		 | 		neg
	21379		 | 		pos		 | 		neg
	21380		 | 		neg		 | 		neg
	21381		 | 		neg		 | 		neg
	21382		 | 		neg		 | 		neg
	21383		 | 		neg		 | 		neg
	21384		 | 		pos		 | 		neg
	21385		 | 		neg		 | 		neg
	21386		 | 		neg		 | 		neg
	21387		 | 		neg		 | 		neg
	21388		 | 		neg		 | 		neg
	21389		 | 		neg		 | 		neg
	21390		 | 		neg		 | 		neg
	21391		 | 		neg		 | 		neg
	21392		 | 		neg		 | 		neg
	21393		 | 		pos		 | 		neg
	21394		 | 		neg		 | 		neg
	21395		 | 		neg		 | 		neg
	21396		 | 		neg		 | 		neg
	21397		 | 		neg		 | 		neg
	21398		 | 		neg		 | 		neg
	21399		 | 		neg		 | 		neg
	21400		 | 		neg		 | 		neg
	21401		 | 		pos		 | 		neg
	21402		 | 		neg		 | 		neg
	21403		 | 		neg		 | 		neg
	21404		 | 		pos		 | 		neg
	21405		 | 		neg		 | 		neg
	21406		 | 		neg		 | 		neg
	21407		 | 		neg		 | 		neg
	21408		 | 		neg		 | 		neg
	21409		 | 		neg		 | 		neg
	21410		 | 		neg		 | 		neg
	21411		 | 		neg		 | 		neg
	21412		 | 		neg		 | 		neg
	21413		 | 		neg		 | 		neg
	21414		 | 		neg		 | 		neg
	21415		 | 		neg		 | 		neg
	21416		 | 		neg		 | 		neg
	21417		 | 		neg		 | 		neg
	21418		 | 		neg		 | 		neg
	21419		 | 		pos		 | 		neg
	21420		 | 		neg		 | 		neg
	21421		 | 		neg		 | 		neg
	21422		 | 		neg		 | 		neg
	21423		 | 		neg		 | 		neg
	21424		 | 		neg		 | 		neg
	21425		 | 		neg		 | 		neg
	21426		 | 		neg		 | 		neg
	21427		 | 		neg		 | 		neg
	21428		 | 		neg		 | 		neg
	21429		 | 		neg		 | 		neg
	21430		 | 		neg		 | 		neg
	21431		 | 		neg		 | 		neg
	21432		 | 		neg		 | 		neg
	21433		 | 		neg		 | 		neg
	21434		 | 		neg		 | 		neg
	21435		 | 		neg		 | 		neg
	21436		 | 		neg		 | 		neg
	21437		 | 		neg		 | 		neg
	21438		 | 		neg		 | 		neg
	21439		 | 		neg		 | 		neg
	21440		 | 		neg		 | 		neg
	21441		 | 		neg		 | 		neg
	21442		 | 		neg		 | 		neg
	21443		 | 		neg		 | 		neg
	21444		 | 		neg		 | 		neg
	21445		 | 		neg		 | 		neg
	21446		 | 		neg		 | 		neg
	21447		 | 		neg		 | 		neg
	21448		 | 		neg		 | 		neg
	21449		 | 		neg		 | 		neg
	21450		 | 		neg		 | 		neg
	21451		 | 		neg		 | 		neg
	21452		 | 		neg		 | 		neg
	21453		 | 		neg		 | 		neg
	21454		 | 		neg		 | 		neg
	21455		 | 		neg		 | 		neg
	21456		 | 		pos		 | 		neg
	21457		 | 		neg		 | 		neg
	21458		 | 		neg		 | 		neg
	21459		 | 		neg		 | 		neg
	21460		 | 		neg		 | 		neg
	21461		 | 		neg		 | 		neg
	21462		 | 		neg		 | 		neg
	21463		 | 		neg		 | 		neg
	21464		 | 		neg		 | 		neg
	21465		 | 		neg		 | 		neg
	21466		 | 		neg		 | 		neg
	21467		 | 		neg		 | 		neg
	21468		 | 		neg		 | 		neg
	21469		 | 		neg		 | 		neg
	21470		 | 		neg		 | 		neg
	21471		 | 		neg		 | 		neg
	21472		 | 		neg		 | 		neg
	21473		 | 		neg		 | 		neg
	21474		 | 		neg		 | 		neg
	21475		 | 		neg		 | 		neg
	21476		 | 		pos		 | 		neg
	21477		 | 		neg		 | 		neg
	21478		 | 		neg		 | 		neg
	21479		 | 		neg		 | 		neg
	21480		 | 		pos		 | 		neg
	21481		 | 		pos		 | 		neg
	21482		 | 		neg		 | 		neg
	21483		 | 		neg		 | 		neg
	21484		 | 		neg		 | 		neg
	21485		 | 		pos		 | 		neg
	21486		 | 		pos		 | 		neg
	21487		 | 		pos		 | 		neg
	21488		 | 		neg		 | 		neg
	21489		 | 		neg		 | 		neg
	21490		 | 		neg		 | 		neg
	21491		 | 		neg		 | 		neg
	21492		 | 		neg		 | 		neg
	21493		 | 		neg		 | 		neg
	21494		 | 		neg		 | 		neg
	21495		 | 		neg		 | 		neg
	21496		 | 		pos		 | 		neg
	21497		 | 		neg		 | 		neg
	21498		 | 		neg		 | 		neg
	21499		 | 		neg		 | 		neg
	21500		 | 		neg		 | 		neg
	21501		 | 		neg		 | 		neg
	21502		 | 		neg		 | 		neg
	21503		 | 		neg		 | 		neg
	21504		 | 		neg		 | 		neg
	21505		 | 		pos		 | 		neg
	21506		 | 		neg		 | 		neg
	21507		 | 		neg		 | 		neg
	21508		 | 		neg		 | 		neg
	21509		 | 		neg		 | 		neg
	21510		 | 		neg		 | 		neg
	21511		 | 		neg		 | 		neg
	21512		 | 		neg		 | 		neg
	21513		 | 		neg		 | 		neg
	21514		 | 		neg		 | 		neg
	21515		 | 		pos		 | 		neg
	21516		 | 		neg		 | 		neg
	21517		 | 		neg		 | 		neg
	21518		 | 		neg		 | 		neg
	21519		 | 		neg		 | 		neg
	21520		 | 		neg		 | 		neg
	21521		 | 		neg		 | 		neg
	21522		 | 		pos		 | 		neg
	21523		 | 		pos		 | 		neg
	21524		 | 		neg		 | 		neg
	21525		 | 		neg		 | 		neg
	21526		 | 		neg		 | 		neg
	21527		 | 		neg		 | 		neg
	21528		 | 		neg		 | 		neg
	21529		 | 		neg		 | 		neg
	21530		 | 		pos		 | 		neg
	21531		 | 		neg		 | 		neg
	21532		 | 		neg		 | 		neg
	21533		 | 		neg		 | 		neg
	21534		 | 		neg		 | 		neg
	21535		 | 		neg		 | 		neg
	21536		 | 		neg		 | 		neg
	21537		 | 		neg		 | 		neg
	21538		 | 		neg		 | 		neg
	21539		 | 		neg		 | 		neg
	21540		 | 		neg		 | 		neg
	21541		 | 		neg		 | 		neg
	21542		 | 		neg		 | 		neg
	21543		 | 		neg		 | 		neg
	21544		 | 		neg		 | 		neg
	21545		 | 		neg		 | 		neg
	21546		 | 		neg		 | 		neg
	21547		 | 		pos		 | 		neg
	21548		 | 		pos		 | 		neg
	21549		 | 		pos		 | 		neg
	21550		 | 		neg		 | 		neg
	21551		 | 		neg		 | 		neg
	21552		 | 		neg		 | 		neg
	21553		 | 		neg		 | 		neg
	21554		 | 		neg		 | 		neg
	21555		 | 		neg		 | 		neg
	21556		 | 		pos		 | 		neg
	21557		 | 		neg		 | 		neg
	21558		 | 		neg		 | 		neg
	21559		 | 		neg		 | 		neg
	21560		 | 		neg		 | 		neg
	21561		 | 		neg		 | 		neg
	21562		 | 		neg		 | 		neg
	21563		 | 		neg		 | 		neg
	21564		 | 		neg		 | 		neg
	21565		 | 		neg		 | 		neg
	21566		 | 		neg		 | 		neg
	21567		 | 		pos		 | 		neg
	21568		 | 		neg		 | 		neg
	21569		 | 		neg		 | 		neg
	21570		 | 		neg		 | 		neg
	21571		 | 		neg		 | 		neg
	21572		 | 		neg		 | 		neg
	21573		 | 		neg		 | 		neg
	21574		 | 		neg		 | 		neg
	21575		 | 		pos		 | 		neg
	21576		 | 		neg		 | 		neg
	21577		 | 		pos		 | 		neg
	21578		 | 		neg		 | 		neg
	21579		 | 		neg		 | 		neg
	21580		 | 		neg		 | 		neg
	21581		 | 		neg		 | 		neg
	21582		 | 		neg		 | 		neg
	21583		 | 		pos		 | 		neg
	21584		 | 		neg		 | 		neg
	21585		 | 		neg		 | 		neg
	21586		 | 		neg		 | 		neg
	21587		 | 		neg		 | 		neg
	21588		 | 		neg		 | 		neg
	21589		 | 		neg		 | 		neg
	21590		 | 		neg		 | 		neg
	21591		 | 		neg		 | 		neg
	21592		 | 		neg		 | 		neg
	21593		 | 		neg		 | 		neg
	21594		 | 		neg		 | 		neg
	21595		 | 		neg		 | 		neg
	21596		 | 		neg		 | 		neg
	21597		 | 		neg		 | 		neg
	21598		 | 		neg		 | 		neg
	21599		 | 		neg		 | 		neg
	21600		 | 		neg		 | 		neg
	21601		 | 		neg		 | 		neg
	21602		 | 		neg		 | 		neg
	21603		 | 		neg		 | 		neg
	21604		 | 		pos		 | 		neg
	21605		 | 		neg		 | 		neg
	21606		 | 		neg		 | 		neg
	21607		 | 		neg		 | 		neg
	21608		 | 		pos		 | 		neg
	21609		 | 		neg		 | 		neg
	21610		 | 		pos		 | 		neg
	21611		 | 		neg		 | 		neg
	21612		 | 		neg		 | 		neg
	21613		 | 		pos		 | 		neg
	21614		 | 		neg		 | 		neg
	21615		 | 		neg		 | 		neg
	21616		 | 		pos		 | 		neg
	21617		 | 		neg		 | 		neg
	21618		 | 		pos		 | 		neg
	21619		 | 		pos		 | 		neg
	21620		 | 		neg		 | 		neg
	21621		 | 		neg		 | 		neg
	21622		 | 		neg		 | 		neg
	21623		 | 		pos		 | 		neg
	21624		 | 		neg		 | 		neg
	21625		 | 		neg		 | 		neg
	21626		 | 		neg		 | 		neg
	21627		 | 		neg		 | 		neg
	21628		 | 		neg		 | 		neg
	21629		 | 		neg		 | 		neg
	21630		 | 		neg		 | 		neg
	21631		 | 		neg		 | 		neg
	21632		 | 		neg		 | 		neg
	21633		 | 		neg		 | 		neg
	21634		 | 		neg		 | 		neg
	21635		 | 		neg		 | 		neg
	21636		 | 		neg		 | 		neg
	21637		 | 		neg		 | 		neg
	21638		 | 		neg		 | 		neg
	21639		 | 		neg		 | 		neg
	21640		 | 		neg		 | 		neg
	21641		 | 		neg		 | 		neg
	21642		 | 		neg		 | 		neg
	21643		 | 		neg		 | 		neg
	21644		 | 		neg		 | 		neg
	21645		 | 		neg		 | 		neg
	21646		 | 		neg		 | 		neg
	21647		 | 		neg		 | 		neg
	21648		 | 		neg		 | 		neg
	21649		 | 		neg		 | 		neg
	21650		 | 		neg		 | 		neg
	21651		 | 		neg		 | 		neg
	21652		 | 		neg		 | 		neg
	21653		 | 		neg		 | 		neg
	21654		 | 		neg		 | 		neg
	21655		 | 		neg		 | 		neg
	21656		 | 		neg		 | 		neg
	21657		 | 		neg		 | 		neg
	21658		 | 		neg		 | 		neg
	21659		 | 		neg		 | 		neg
	21660		 | 		neg		 | 		neg
	21661		 | 		neg		 | 		neg
	21662		 | 		neg		 | 		neg
	21663		 | 		neg		 | 		neg
	21664		 | 		neg		 | 		neg
	21665		 | 		neg		 | 		neg
	21666		 | 		neg		 | 		neg
	21667		 | 		neg		 | 		neg
	21668		 | 		pos		 | 		neg
	21669		 | 		neg		 | 		neg
	21670		 | 		neg		 | 		neg
	21671		 | 		neg		 | 		neg
	21672		 | 		neg		 | 		neg
	21673		 | 		neg		 | 		neg
	21674		 | 		neg		 | 		neg
	21675		 | 		pos		 | 		neg
	21676		 | 		neg		 | 		neg
	21677		 | 		neg		 | 		neg
	21678		 | 		neg		 | 		neg
	21679		 | 		neg		 | 		neg
	21680		 | 		neg		 | 		neg
	21681		 | 		neg		 | 		neg
	21682		 | 		neg		 | 		neg
	21683		 | 		neg		 | 		neg
	21684		 | 		neg		 | 		neg
	21685		 | 		neg		 | 		neg
	21686		 | 		neg		 | 		neg
	21687		 | 		neg		 | 		neg
	21688		 | 		neg		 | 		neg
	21689		 | 		neg		 | 		neg
	21690		 | 		pos		 | 		neg
	21691		 | 		neg		 | 		neg
	21692		 | 		neg		 | 		neg
	21693		 | 		neg		 | 		neg
	21694		 | 		neg		 | 		neg
	21695		 | 		neg		 | 		neg
	21696		 | 		neg		 | 		neg
	21697		 | 		neg		 | 		neg
	21698		 | 		neg		 | 		neg
	21699		 | 		neg		 | 		neg
	21700		 | 		neg		 | 		neg
	21701		 | 		pos		 | 		neg
	21702		 | 		neg		 | 		neg
	21703		 | 		neg		 | 		neg
	21704		 | 		neg		 | 		neg
	21705		 | 		neg		 | 		neg
	21706		 | 		neg		 | 		neg
	21707		 | 		neg		 | 		neg
	21708		 | 		neg		 | 		neg
	21709		 | 		neg		 | 		neg
	21710		 | 		neg		 | 		neg
	21711		 | 		neg		 | 		neg
	21712		 | 		neg		 | 		neg
	21713		 | 		neg		 | 		neg
	21714		 | 		neg		 | 		neg
	21715		 | 		pos		 | 		neg
	21716		 | 		neg		 | 		neg
	21717		 | 		neg		 | 		neg
	21718		 | 		neg		 | 		neg
	21719		 | 		neg		 | 		neg
	21720		 | 		neg		 | 		neg
	21721		 | 		neg		 | 		neg
	21722		 | 		neg		 | 		neg
	21723		 | 		neg		 | 		neg
	21724		 | 		neg		 | 		neg
	21725		 | 		pos		 | 		neg
	21726		 | 		neg		 | 		neg
	21727		 | 		neg		 | 		neg
	21728		 | 		neg		 | 		neg
	21729		 | 		neg		 | 		neg
	21730		 | 		neg		 | 		neg
	21731		 | 		neg		 | 		neg
	21732		 | 		neg		 | 		neg
	21733		 | 		neg		 | 		neg
	21734		 | 		neg		 | 		neg
	21735		 | 		neg		 | 		neg
	21736		 | 		neg		 | 		neg
	21737		 | 		neg		 | 		neg
	21738		 | 		neg		 | 		neg
	21739		 | 		neg		 | 		neg
	21740		 | 		neg		 | 		neg
	21741		 | 		neg		 | 		neg
	21742		 | 		neg		 | 		neg
	21743		 | 		neg		 | 		neg
	21744		 | 		neg		 | 		neg
	21745		 | 		neg		 | 		neg
	21746		 | 		neg		 | 		neg
	21747		 | 		neg		 | 		neg
	21748		 | 		neg		 | 		neg
	21749		 | 		neg		 | 		neg
	21750		 | 		neg		 | 		neg
	21751		 | 		neg		 | 		neg
	21752		 | 		pos		 | 		neg
	21753		 | 		neg		 | 		neg
	21754		 | 		neg		 | 		neg
	21755		 | 		neg		 | 		neg
	21756		 | 		pos		 | 		neg
	21757		 | 		neg		 | 		neg
	21758		 | 		neg		 | 		neg
	21759		 | 		neg		 | 		neg
	21760		 | 		neg		 | 		neg
	21761		 | 		pos		 | 		neg
	21762		 | 		neg		 | 		neg
	21763		 | 		neg		 | 		neg
	21764		 | 		pos		 | 		neg
	21765		 | 		neg		 | 		neg
	21766		 | 		neg		 | 		neg
	21767		 | 		pos		 | 		neg
	21768		 | 		neg		 | 		neg
	21769		 | 		neg		 | 		neg
	21770		 | 		neg		 | 		neg
	21771		 | 		neg		 | 		neg
	21772		 | 		neg		 | 		neg
	21773		 | 		pos		 | 		neg
	21774		 | 		neg		 | 		neg
	21775		 | 		neg		 | 		neg
	21776		 | 		neg		 | 		neg
	21777		 | 		neg		 | 		neg
	21778		 | 		pos		 | 		neg
	21779		 | 		neg		 | 		neg
	21780		 | 		neg		 | 		neg
	21781		 | 		neg		 | 		neg
	21782		 | 		neg		 | 		neg
	21783		 | 		neg		 | 		neg
	21784		 | 		neg		 | 		neg
	21785		 | 		neg		 | 		neg
	21786		 | 		pos		 | 		neg
	21787		 | 		neg		 | 		neg
	21788		 | 		neg		 | 		neg
	21789		 | 		neg		 | 		neg
	21790		 | 		neg		 | 		neg
	21791		 | 		neg		 | 		neg
	21792		 | 		neg		 | 		neg
	21793		 | 		neg		 | 		neg
	21794		 | 		neg		 | 		neg
	21795		 | 		neg		 | 		neg
	21796		 | 		neg		 | 		neg
	21797		 | 		neg		 | 		neg
	21798		 | 		neg		 | 		neg
	21799		 | 		neg		 | 		neg
	21800		 | 		neg		 | 		neg
	21801		 | 		neg		 | 		neg
	21802		 | 		neg		 | 		neg
	21803		 | 		neg		 | 		neg
	21804		 | 		neg		 | 		neg
	21805		 | 		neg		 | 		neg
	21806		 | 		neg		 | 		neg
	21807		 | 		neg		 | 		neg
	21808		 | 		neg		 | 		neg
	21809		 | 		neg		 | 		neg
	21810		 | 		neg		 | 		neg
	21811		 | 		pos		 | 		neg
	21812		 | 		neg		 | 		neg
	21813		 | 		neg		 | 		neg
	21814		 | 		neg		 | 		neg
	21815		 | 		neg		 | 		neg
	21816		 | 		neg		 | 		neg
	21817		 | 		neg		 | 		neg
	21818		 | 		neg		 | 		neg
	21819		 | 		neg		 | 		neg
	21820		 | 		neg		 | 		neg
	21821		 | 		pos		 | 		neg
	21822		 | 		neg		 | 		neg
	21823		 | 		neg		 | 		neg
	21824		 | 		neg		 | 		neg
	21825		 | 		neg		 | 		neg
	21826		 | 		neg		 | 		neg
	21827		 | 		pos		 | 		neg
	21828		 | 		neg		 | 		neg
	21829		 | 		neg		 | 		neg
	21830		 | 		pos		 | 		neg
	21831		 | 		neg		 | 		neg
	21832		 | 		neg		 | 		neg
	21833		 | 		neg		 | 		neg
	21834		 | 		neg		 | 		neg
	21835		 | 		neg		 | 		neg
	21836		 | 		neg		 | 		neg
	21837		 | 		neg		 | 		neg
	21838		 | 		pos		 | 		neg
	21839		 | 		neg		 | 		neg
	21840		 | 		neg		 | 		neg
	21841		 | 		neg		 | 		neg
	21842		 | 		neg		 | 		neg
	21843		 | 		neg		 | 		neg
	21844		 | 		neg		 | 		neg
	21845		 | 		pos		 | 		neg
	21846		 | 		neg		 | 		neg
	21847		 | 		neg		 | 		neg
	21848		 | 		neg		 | 		neg
	21849		 | 		neg		 | 		neg
	21850		 | 		neg		 | 		neg
	21851		 | 		neg		 | 		neg
	21852		 | 		neg		 | 		neg
	21853		 | 		neg		 | 		neg
	21854		 | 		neg		 | 		neg
	21855		 | 		pos		 | 		neg
	21856		 | 		neg		 | 		neg
	21857		 | 		neg		 | 		neg
	21858		 | 		neg		 | 		neg
	21859		 | 		neg		 | 		neg
	21860		 | 		neg		 | 		neg
	21861		 | 		neg		 | 		neg
	21862		 | 		neg		 | 		neg
	21863		 | 		neg		 | 		neg
	21864		 | 		neg		 | 		neg
	21865		 | 		neg		 | 		neg
	21866		 | 		neg		 | 		neg
	21867		 | 		neg		 | 		neg
	21868		 | 		neg		 | 		neg
	21869		 | 		neg		 | 		neg
	21870		 | 		neg		 | 		neg
	21871		 | 		neg		 | 		neg
	21872		 | 		neg		 | 		neg
	21873		 | 		neg		 | 		neg
	21874		 | 		pos		 | 		neg
	21875		 | 		neg		 | 		neg
	21876		 | 		neg		 | 		neg
	21877		 | 		neg		 | 		neg
	21878		 | 		pos		 | 		neg
	21879		 | 		neg		 | 		neg
	21880		 | 		neg		 | 		neg
	21881		 | 		neg		 | 		neg
	21882		 | 		pos		 | 		neg
	21883		 | 		neg		 | 		neg
	21884		 | 		neg		 | 		neg
	21885		 | 		neg		 | 		neg
	21886		 | 		neg		 | 		neg
	21887		 | 		neg		 | 		neg
	21888		 | 		neg		 | 		neg
	21889		 | 		neg		 | 		neg
	21890		 | 		neg		 | 		neg
	21891		 | 		neg		 | 		neg
	21892		 | 		neg		 | 		neg
	21893		 | 		neg		 | 		neg
	21894		 | 		neg		 | 		neg
	21895		 | 		neg		 | 		neg
	21896		 | 		neg		 | 		neg
	21897		 | 		pos		 | 		neg
	21898		 | 		neg		 | 		neg
	21899		 | 		neg		 | 		neg
	21900		 | 		neg		 | 		neg
	21901		 | 		neg		 | 		neg
	21902		 | 		neg		 | 		neg
	21903		 | 		neg		 | 		neg
	21904		 | 		neg		 | 		neg
	21905		 | 		neg		 | 		neg
	21906		 | 		neg		 | 		neg
	21907		 | 		neg		 | 		neg
	21908		 | 		neg		 | 		neg
	21909		 | 		neg		 | 		neg
	21910		 | 		neg		 | 		neg
